#,tractate,fromLine,fromWordIndex,fromWord,toLine,toWordIndex,toWord,composition,compositionLocation,excerpt,comments,year,כרטיס בכרטסת,כרטיס בסריקה
,,0,*,,,*,0,"חידושי הריטב""א-יבמות"," דף יז עמוד ב ד""ה אשת אחיו","אבל הנכון כמו שפי' בירושלמי דהכא כשהיתה אשת אבי המת מעוברת קאמר שתמתין עד שתלד ויהא יכול לייבם, א""נ דהכא מיירי כשיש למת אחים אחרים שהיא זקוקה להם דמשום דרכי נועם ליכא שהרי אסורה מחמתם, וזה יותר מחוור, אלא שבתוספות הקשו דהא אשכחן אחיו שלא היה בעולמו בחד אח והוא שמודה בו ר' שמעון אף לרבי אושעיא וא""כ היכי נקטי לה הכא בסתמא הלכך אין לנו אלא כדברי הירושלמי",,1300,,
,yevamot,104,4,יחדיו.,105,41,להמתין,"חי' הרשב""א - יבמות","דף קיט ע”א ד""ה האשה שהלך","ובודאי דמעוברת צריכה היא להמתין דבר תורה עד שתדע אם ולד של קיימא הוא כדגרסי' בירושלמי בפ' כיצד יחדיו פרט לאשת אחיו שלא היה בעולמו ואקשינן דלא כן מה נן אמרין, פי' למאי אצטריך למיכתב יחדיו דאלו לא נכתב מה הייתי אומר מת בלא בנים תהא אשתו אסורה לינשא שמא יוליד אביו בן וכו', ומפרקי אלא כן נן קיימין שמת והניח אמו מעוברת שלא תאמר אלו מת והניח אשתו מעוברת שמא אינה צריכה להמתין ולידע אם בן קיימא הוא אם אינו בן קיימא אף הכא תהא צריכה להמתין, אלמא דבר תורה צריכה להמתין לידע אם בן קיימא הוא ואם לאו",,1275,,
13511,yevamot,104,4,יחדיו.,105,61,בעולמו.,"חידושי הרמב""ן - יבמות","עמוד לז [יז ע""ב]","אבל בירושלמי מצינו מפורש קושיא ותירוצה יחדו פרט לאשת אחיו שלא היה בעולמו דלא כן מה אנן אמרינן מת בלא בנים תהא אשתו אסורה לנשא שמא יוליד אביו בן ותהא אשתו זקוקה ליבום מעתה אפילו מתה אמו תהא אשתו אסורה להנשא שמא ילד אביו וישא אשה אחרת ויוליד בן תהא אשתו זקוקה ליבום ויאמר קרייא ובן ואב אין לו... ומפרק, אלא כי קיימין שמת והניח אשתו מעוברת שלא תאמר אלו שמת והניח אשתו מעוברת שמא אין צריכה להמתין ולידע אם בן קיימא הוא אם אינו בן קיימא לפום כן צריך מימר יחדיו פרט לאשת אחיו שלא היה בעולמו.","[פלורסהיים ג(א), ע' יט]",1250,6,710_00240392
17230,yevamot,104,4,יחדיו.,105,55,יחדיו.,בית הבחירה,"יבמות, עמ' 72",והוא שאמרו בתלמוד המערב יחדו פרט לאשת אחיו שלא היה בעולמו מה אנן אמרין מת בלא בנים ואין לו אח תהא אשתו אסורה לינשא שמא יוליד האב בן ותהא אשתו של זה זקוקה לו אפילו מתה אמו שמא ילך אביו וישא אשה אחרת ויוליד ותהא זקוקה לו אם כן יימר קרא ובן ואב אין לו אלא כינן קיימין כגון שמת והניח אמו מעוברת שמא תאמר צריכה להמתין לידע אם תלד ולד של קיימא אם לאו לפום כן צריך לומר יחדו,,1375,7,807_210514
7436,yevamot,106,1,יבמה,106,21,וי()[ב]מה.,"חידושי הריטב""א - יבמות ח""ב","נד, א (תנו)","ואין כסף ושטר גומרים בה. פי' ואפילו לב""ש דאמרי מאמר קונה מן התורה וכדפרישית בפרק כיצד מן הירושלמי.","יבמות ו' ע""ד (פ""ה ה""ה), ועי' גם יבמות ד' ע""ד, פ""ג ה""ה. עי' במהדיר שצ""ל פרק ארבע אחין (כט ע""א) ששם מובא הירוש'. והמקומות - עי' המהדיר.",1300,,
7434,yevamot,107,*,,108,*,0,"חידושי הריטב""א-יבמות","כט, ב (תשמה)","...דהא ארוסה דהכא נמי לב""ש מדאורייתא קא קני לה כדפי' בירושלמי... ","עיין ד' ע""ד (פ""ג ה""ד ה""ה).",1300,,
7433,yevamot,106,1,יבמה,106,8,המאמר.,"חידושי הריטב""א-יבמות","כט, א (תשכז-ח)","וא""ת ומנא תיתי לן דנימא הכי י""ל מטעמא דאמור בירושלמי יבמה יבא עליה זו הביאה ולקחה לו לאשה זו המאמר (והוה ס""ד שהקישן הכתוב כשם שהביאה גומרת כך המאמר גומר, קמ""ל ר' אליעזר דלא) וטעמא כדאמור התם בירושלמי יכול כשם שהביאה גומרת בה כך יהא המאמר גומר בה תלמוד לומר ויבמה עירה כל הפרשה לייבום לומר לך ביאה גומרת בה ואין מאמר גומר בה.","ועיין ו ע""ג (פ""ה ה""א).",1300,,
31200,yevamot,106,1,יבמה,106,42,לאחין.,"חי' הרשב""א - יבמות","כט ע""א, עמ' קעט, ד""ה","[...ואיצטריך לאשמועינן הכין משום דמאמר לב""ש קונה דבר תורה וכדקתני תצא הלזו משום אחות אשה ונפקא ליה מולקחה לו לאשה וכדמשמע בירושלמי והלכך הוה אמינא כשם שהביאה גומרת בה כך המאמר גומר בה מש""ה אצטריך לאשמועינן שאע""פ שהמאמר קונה דבר תורה מ""מ אינו גומר בה כביאה מדכתיב ויבמה, וכענין שאמרו בירושלמי בריש] פרק כיצד יבמה יבא עליה זו הביאה ולקחה לו לאשה זה מאמר יכול כשם שהביאה גומרת בה כך יהא המאמר גומר בה ת""ל ויבמה עיירה את הפרשה כולה ליבום הביאה גומרת בה ואין המאמר גומר בה וא""כ מה הועיל בה המאמר לאוסרה לאחים",,1275,17,463_00271229
31205,yevamot,107,*,,108,*,0,"חי' הרשב""א - יבמות","מא ע""א, עמ' רמא, ד""ה: שומרת יבם שקדש",[משום שלבית שמאי מאמר קונה הוא דבר תורה מדקתני תצא הלזו משום אחות אשה ויליף לה מולקחה לו לאשה כדמשמע בירושלמי בריש פרק כיצד],,1275,20,466_00271232
17245,yevamot,106,1,יבמה,106,27,לייבום.,בית הבחירה,"יבמות, עמ' 121",ומה שאמרו בתלמוד המערב יבמה יבא עליה זו ביאב ולקחה זה מאמר יכול יהא המאמר גומר בה כדרך שהביאה גומרת בה תלמוד לומר ויבמה עירה את הפרשה כולה ליבום לומר ביאה גומרת בה ולא מאמר,,1375,22,826_210533
14217,yevamot,106,1,יבמה,108,30,קונה,העיטור,"פ.ג. ויניציאה   ח""ב, ל""ז ע""ב טור א' (ט')","ירושלמי יבמה יבא עליה זו הביאה ולקח' זה המאמ' יכול כשם שהביא' גומ' בה כך המאמ' גומר בה ת""ל יבמה יבא עליה ערבה כל הפרשה כולה לייבום הביאה גומר בה ואין מאמ' גומר בה א""כ מה הועיל בה מאמר לאוסרה על האחין ר""ש אומ' המאמר קונה או לא קונה מאי טעמ' דר""ש יבמה יבא עליה זו הביאה ולקחה זה המאמר וכשם שהביאה גומרת בה כך המאמר גומר בה או יבמה יבא עליה והרי לקוחה לו והמאמר לא הועיל בה כלום ר""א בן ערך אומ' המאמ' קונה קנין גמור ביבמה מ""ט דר""א בן ערך ולקחה לו לאשה הרי היא כקידושי אשה מה קידושי אשה קונין אף מאמר קונה",אצל פינצוק מופיע גם בטור 853-854 שורות 6-45,1150,332-3,150665-6_332-3
,yevamot,133,*,,134,*,0,ספר מצוות גדול,"לאוין סימן קי ד""ה בפרק שני","ובירושלמי (פ""ב ה""ד) מסקינן, שיש נשים אחרות שהן אסורות מפי הקבלה ואסורות מדברי סופרים לעשות גדר לעריות והם הנקראות שניות מפני שהן שניות לעריות וכל אחת מהן נקראת שנייה, ועשרים נשים הן ואלו הן: א. אם אמו וזו אין לה הפסק אפילו אם אם אם עד למעלה [למעלה] אסורה, ב. והיא בירושלמי (שם), [ו]אם אבי אמו בלבד, ג. ואם אביו וזו אין לו הפסק אפילו אם אם אם אביו עד למעלה אסורה, ד. והיא בירושלמי (שם), ואם אבי אביו בלבד",,1225,,
15808,yevamot,134,46,דבר,134,54,אביו.,"רי""ף יבמות","ש""ס וילנא ד' ע""ב  רי""ף יבמות פ""ב   ח""ב   מה' זק""ש עמ' ז'",ירושלמי תני בר קפרא מוסיף אם אבי אביו ואם אבי אמו,,1050,3,160077_345
,yevamot,134,46,דבר,134,54,אביו.,"רא""ש",יבמות פרק ב סימן א,ירושלמי (שם) תני בר קפרא מוסיף אם אבי אביו ואם אבי אמו,,#N/A,,
22029,yevamot,134,46,דבר,134,54,אביו.,ספר תולדות אדם וחוה,"נתיב כ""ג חלק ב', דף קצג ע""א",ירושלמי בר קפרא מוסיף בשניות אם אבי אביו ואם אבי אמו,,1325,376,180630_696
,yevamot,0,*,,,*,0,נימוקי יוסף - יבמות,"ד ע”ב ד""ה ירושלמי פי'",ירושלמי פי' הירושל' פשוט הוא,"מתייחס לירושלמי המצוטט שם ברי""ף",1450,,
,yevamot,134,*,,134,*,0,חידושי ר' אברהם מן ההר - יבמות,"כב ע”א ד""ה ירושלמי. אם","ירושלמי. אם אבי אביו. דהני דלעיל דברייתא מאם אמו, וכאן מיירי מאם אבי אביו",,#N/A,,
17233,yevamot,134,*,,135,*,0,בית הבחירה,"יבמות, עמ' 86",וחיסרו מן המנין אם אבי אביו ואם אבי אמו והן שנויות בתלמוד המערב והוא שאמרו שם בר קפרא מוסיף אם אבי אביו ואם אבי אמו... והוא שאמרו בתלמוד המערב אברהם אסור בכל נשי ישראל שרה אסור בכל אנשי ישראל,,1375,10,810_210517
17235,yevamot,134,*,,134,*,0,בית הבחירה,"יבמות, עמ' 88",ואמרו עליה בירושלמי בר קפרא מוסיף אם אבי אביו ואם אבי אמו והרי כאן עשר ואל תשיבני הואיל ואם אביו וכן אם אמו אין להם הפסק הרי אלו בכלל ומה ענין בתוספת שלא אמרו אין להם הפסק אלא באימהות כלומר אם אמו ואם אביו שניות וכן אמותיהן ואמות אמותיהן עד סוף כל הדורות אבל אמות אבותיהן אינן בכלל וניתוספו בירושלמי,"השווה כאן בסוף ד""ה וקאמר רב ורא כם עמ' 89 סע""א-רע""ב",1375,12,812_210519
,yevamot,134,*,,134,*,0,בית הבחירה,"יבמות דף כא עמוד א ד""ה וקאמר רב","ועל זה סמכו גדולי המחברים ופסקו בכל אותן שהוזכרו למטה כ""ב א' בבריתא דר' חייא ובאותן השתים שהוסיפו בירושלמי שכלן יש להן הפסק ולגאוני ספרד כל אותן של ר' חייא אין להן הפסק ואותם השתים שבתלמוד המערב כבר נכללו באותן שאין להן הפסק ונמצא שאין הפסק אלא לארבע",,1375,,
,yevamot,134,*,,134,*,0,בית הבחירה,"יבמות דף כב עמוד א ד""ה ואחר כך","ותרין דירושלמי הרי כ""ב ומכל מקום גאוני ספרד כללו אותם שבירושלמי עם האחרות מפני שלדעתן נכללות הן באם אמו ואם אביו כמו שכתבנו למעלה",,1375,,
18656,yevamot,134,46,דבר,134,54,אביו.,"אור זרוע ח""א","ה' יבום וקדושין. (תקצ""ה)   פ ד",ירושלמי תני בר קפרא מוסיף אם אבי אמו ואם אבי אביו לאיסורא,,1215,2,160980_481
7407,yevamot,135,29,אברהם,135,38,ישראל.,"חידושי הריטב""א-יבמות","כב, א (תצא)",וכן אמר בירושלמי אברהם אסור בכל נשי ישראל שרה אסורה בכל אנשי ישראל. ,,1300,,
,yevamot,135,29,אברהם,135,38,ישראל.,"רא""ש",יבמות פרק ב סימן א,"ויש מפרשים דבעיא דרב אשי לא קיימא לה אלא אשלישי שבבן אשתו ובבת אשתו ורביעי שבחמיו ושבחמותו אבל אזרעו לא קבעי וה""נ אמרי' בירושלמי (שם) אברהם אסור בכל נשי ישראל שרה אסורה בכל אנשי ישראל ואתינן למיפשטיה מהא דאמר רב ד' נשים יש להן הפסק ותו לא מידי ושמעינן מינה דהני דבי ר' חייא אין להן הפסק ודחינן לה דכי קאמר רב בההיא מתני' קאמר ואתינן למיפשטיה מדר' חייא גופיה דתני שלישי ורביעי שלישי ורביעי אין טפי לא ודחינן דלמא משלישי ואילך ומרביעי ואילך ולא איפשיטא בהדיא. ממה שכתב רב אלפס ז""ל ולא איפשיטא בהדיא משמע דאזלינן לחומרא אע""ג דדברי סופרים הוא משום דגמרא שקיל וטרי למיפשט להיתירא ודחי ליה אלמא דעת בני הישיבה לחומרא נקטי ליה ולא איפשיטא בהדיא וכן כתב בספר חפץ לאיסורא. וכן כתב ה""ר מאיר הלוי ז""ל והרמב""ם ז""ל (בפ""א מהל' אישות) כתב דכל שניות דר' חייא יש להן הפסק וממה נפשך כתב דלא כהירושלמי דאברהם אסור בכל נשי ישראל אלמא דבנו ובתו אין להן הפסק הלכך נראה דכולהו אין להן הפסק",,#N/A,,
